Run,Unique,Portion Portion Portion Portion Portion Gasoline,Portion Portion Portion Portion Portion Jet Fuel,Portion Portion Portion Portion Portion Diesel,Portion Portion Portion Portion Portion Fuel Oil,Portion Portion Portion Portion Portion Petroleum Coke,Portion Portion Portion Portion Portion Residual Fuels,Portion Portion Portion Portion Portion Surplus Refinery Fuel Gas (RFG),Portion Portion Portion Portion Portion Liquefied Petroleum Gases (LPG),Portion Portion Portion Portion Portion Petrochemical Feedstocks,Portion Portion Portion Portion Portion Asphalt,MJD MJD MJD MJD MJD Gasoline,MJD MJD MJD MJD MJD Jet Fuel,MJD MJD MJD MJD MJD Diesel,MJD MJD MJD MJD MJD Fuel Oil,MJD MJD MJD MJD MJD Petroleum Coke,MJD MJD MJD MJD MJD Residual Fuels,MJD MJD MJD MJD MJD Surplus Refinery Fuel Gas (RFG),MJD MJD MJD MJD MJD Surplus NCR H2,MJD MJD MJD MJD MJD Liquefied Petroleum Gases (LPG),MJD MJD MJD MJD MJD Petrochemical Feedstocks,Crude,Electricity,Heat RFG,Heat Natural Gas,Steam RFG,Steam Natural Gas,Steam Electricity,Hydrogen Steam RFG,Hydrogen Steam Natural Gas,Hydrogen Steam Electricity,"Hydrogen RFG, heat SMR","Hydrogen Natural Gas, Heat SMR","Hydrogen RFG, Feed SMR","Hydrogen Natural Gas, Feed SMR",Hydrogen via CNR,Fluid Catalytic Cracking Regeneration,Excess of RFG,Total refinery processes ,Gasoline,Jet Fuel,Diesel,Fuel Oil,Petroleum Coke,Residual Fuels,Net Upstream Petcoke,Liquefied Petroleum Gas (LPG),Petrochemical Feedstocks,Asphalt
run21,Lynch Canyon,13396.03873,9592.136021,15887.90064,1.24308E-08,2.00746E-17,63864.58298,0,602.7814542,0,0,66530467.66,51152157.33,86266601.95,6.76512E-05,1.32414E-13,403751508.7,0,0,2253960.188,1949390.784,0,1.751841713,2.522869364,5.770727617,0,2.165596889,0.024620569,0,0,0.163085082,0,6.319009936,0,5.574141322,0,2.087493789,0,26.37938628,49.60605655,39.43200118,68.38259839,5.74397E-11,1.26134E-19,289.1565047,0,1.444932246,N/A,N/A
run21,Mahala,28408.3197,21373.38262,18537.88629,1.09221E-08,1.4098E-17,38279.58889,0,1375.70604,0,0,139262763.6,113978224.3,100340363.1,5.90623E-05,9.29919E-14,225628750.2,0,0,5139386.018,4074332.089,0,2.366558625,4.341519279,9.330610044,0,2.426706026,0.027589106,0,0,0.154030634,6.26978E-16,5.968179908,0,5.264666234,0,2.147164575,0,32.02702443,105.1971214,87.86314611,79.78831575,5.04681E-11,8.85817E-20,173.316596,0,3.297715954,N/A,N/A
run21,McCool Ranch,19346.63229,10355.54328,27505.85634,2.34131E-08,1.99366E-17,51823.51526,0,736.4911547,0,0,95425598.16,55223193.03,149816685.1,0.000128069,1.31504E-13,317576545.5,0,0,2755408.448,2448713.776,0,2.372330776,3.069817097,7.872781792,0,2.727212997,0.031005556,0,0,0.314188354,0,12.1737642,0,10.73875223,0,3.6071062,0,42.9069592,71.64133776,42.57026734,118.3870651,1.08186E-10,1.25267E-19,234.6387596,0,1.765448839,N/A,N/A
run21,West Montalvo,23468.82339,10217.02334,19587.34053,1.50108E-08,1.06081E-17,46953.72671,0,1073.569402,0,0,115480466.6,54484505.27,106235813.8,8.15243E-05,6.99718E-14,295687498.8,0,0,4012643.166,3345950.785,0,1.807778904,3.872540174,6.333171263,0,2.483271064,0.028232192,0,0,0.120667037,0,4.675450379,0,4.124320332,0,2.71719289,0,26.16262423,86.90597297,42.00083023,84.30523775,6.93613E-11,6.66534E-20,212.5900595,0,2.573461803,N/A,N/A
run21,Midway Sunset,24203.68412,17140.45963,10999.55798,7.46112E-09,7.01636E-18,50416.51577,0,1040.704637,0,0,115962247.1,91405239.22,59719564.08,4.06277E-05,4.62807E-14,311168277.2,0,0,3885941.73,2863614.86,0,1.796960268,3.114396287,7.747182678,0,1.955766555,0.022235018,0,0,0.124953103,0,4.841521315,0,4.270815254,0,1.400824635,0,25.27465511,89.62719109,70.46216013,47.34284113,3.4476E-11,4.40858E-20,228.2683578,0,2.49468141,N/A,N/A
